content,Label
the ongoing lockdown complicated thing srinagar is among the 170 hotspot district identified by the union health ministry many covid 19 case have been reported here,0
covid19 update today update is lengthy so it ha been divided into two separate thread there is one new case in managed isolation the case is woman in her 30 who arrived from the philippine on the 8th of august,0
taiwan central epidemic command center cecc sent an email entitled final notice with an instruction to people who ha contact with the covid19 case,1
given the shortage of n95 respirator during this global outbreak of covid19 it important to understand the difference between n95 respirator and surgical mask and how both are intended to protect healthcare worker learn more from niosh,0
asia pacific drug trade thrives amid the covid19 pandemic pictwittercom6vcaom1r3h,0
the reason for disrupted immunization service vary even when service are offered people are either unable to access them because of reluctance to leave $EMOJI$ transport interruption economic hardship restriction on movement fear of being exposed to ppl with covid19,0
paraguay is the only latin american country where virtual education is free during the pandemic,1
ncp seek special quota for child of doctor who die of covid 19 pictwittercomktf ob 556yc,0
this is how briton ha treated it covid 19 patient coronavirus,0
coronavirus breaking corona virus finally died today in india due to shock,1
facebook post make series of claim about italy defeating covid19 inclduign that it nothing but intravascular coagulation thrombosis it also alleges that italian doctor who performed autopsy discovered that covid19 is not virus but bacteria that cause death and the formation of blood clot,1
cocaine can protect against the coronavirus,1
coronavirus live death in america from covid 19 surpass 50000,0
sri lankan girl find cure for coronavirus,1
such high level of testing will also lead to high number of daily positive case however state have been advised to firmly focus on comprehensive tracking prompt isolation and effective treatment,0
video show chinese official detaining suspected coronavirus case,1
there no evidence nancy pelosi got insider coronavirus information and made million,1
the united state posted nearly 2600 additional death from covid19 in 24 hour new record and the heaviest daily toll of any country john hopkins university said,0
covid19 the disease caused by the coronavirus is not pneumonia but form of thrombosis or blood clotting in the blood vessel,1
there is person with coronavirus in galicia on 2420,1
per mo hfwindia revised discharge policy for mildvery mildpresymptomatic moderate covid19 case patient are discharged with the advice to isolate at home amp monitor their health for further day no need for covid testing prior to discharge,0
cannabis may stop coronavirus from infecting people study find,1
message on whats app claim steam inhalation cure covid19,1
industrialist ratan tata stated that 2020 is the year to survive and not to worry about profit and loss,1
viral whats app message suggests that lemongrass tea kill covid19,1
cloud is 34 bn opportunity in india covid is going to,0
